50,30,3,0,0,0.05
50,30,6,0,0,0.05
50,30,11,0,0,0.05
50,30,3,0.000400801603206413,0,0.05
50,30,6,0.000400801603206413,0,0.05
50,30,11,0.000400801603206413,0,0.05
50,30,3,0.000801603206412826,0,0.05
50,30,6,0.000801603206412826,0,0.05
50,30,11,0.000801603206412826,0,0.05
50,30,3,0.00120240480961924,0,0.05
50,30,6,0.00120240480961924,0,0.05
50,30,11,0.00120240480961924,0,0.05
50,30,3,0.00160320641282565,0,0.05
50,30,6,0.00160320641282565,0,0.05
50,30,11,0.00160320641282565,0,0.05
50,30,3,0.00200400801603206,0,0.05
50,30,6,0.00200400801603206,0,0.05
50,30,11,0.00200400801603206,0,0.05
50,30,3,0.00240480961923848,0,0.05
50,30,6,0.00240480961923848,0,0.05
50,30,11,0.00240480961923848,0,0.05
50,30,3,0.00280561122244489,0,0.05
50,30,6,0.00280561122244489,0,0.05
50,30,11,0.00280561122244489,0,0.05
50,30,3,0.0032064128256513,0,0.05
50,30,6,0.0032064128256513,0,0.05
50,30,11,0.0032064128256513,0,0.05
50,30,3,0.00360721442885772,0,0.05
50,30,6,0.00360721442885772,0,0.05
50,30,11,0.00360721442885772,0,0.05
50,30,3,0.00400801603206413,0,0.05
50,30,6,0.00400801603206413,0,0.05
50,30,11,0.00400801603206413,0,0.05
50,30,3,0.00440881763527054,0,0.05
50,30,6,0.00440881763527054,0,0.05
50,30,11,0.00440881763527054,0,0.05
50,30,3,0.00480961923847695,0,0.05
50,30,6,0.00480961923847695,0,0.05
50,30,11,0.00480961923847695,0,0.05
50,30,3,0.00521042084168337,0,0.05
50,30,6,0.00521042084168337,0,0.05
50,30,11,0.00521042084168337,0,0.05
50,30,3,0.00561122244488978,0,0.05
50,30,6,0.00561122244488978,0,0.05
50,30,11,0.00561122244488978,0,0.05
50,30,3,0.00601202404809619,0,0.05
50,30,6,0.00601202404809619,0,0.05
50,30,11,0.00601202404809619,0,0.05
50,30,3,0.0064128256513026,0,0.05
50,30,6,0.0064128256513026,0,0.05
50,30,11,0.0064128256513026,0,0.05
50,30,3,0.00681362725450902,0,0.05
50,30,6,0.00681362725450902,0,0.05
50,30,11,0.00681362725450902,0,0.05
50,30,3,0.00721442885771543,0,0.05
50,30,6,0.00721442885771543,0,0.05
50,30,11,0.00721442885771543,0,0.05
50,30,3,0.00761523046092184,0,0.05
50,30,6,0.00761523046092184,0,0.05
50,30,11,0.00761523046092184,0,0.05
50,30,3,0.00801603206412826,0,0.05
50,30,6,0.00801603206412826,0,0.05
50,30,11,0.00801603206412826,0,0.05
50,30,3,0.00841683366733467,0,0.05
50,30,6,0.00841683366733467,0,0.05
50,30,11,0.00841683366733467,0,0.05
50,30,3,0.00881763527054108,0,0.05
50,30,6,0.00881763527054108,0,0.05
50,30,11,0.00881763527054108,0,0.05
50,30,3,0.0092184368737475,0,0.05
50,30,6,0.0092184368737475,0,0.05
50,30,11,0.0092184368737475,0,0.05
50,30,3,0.00961923847695391,0,0.05
50,30,6,0.00961923847695391,0,0.05
50,30,11,0.00961923847695391,0,0.05
50,30,3,0.0100200400801603,0,0.05
50,30,6,0.0100200400801603,0,0.05
50,30,11,0.0100200400801603,0,0.05
50,30,3,0.0104208416833667,0,0.05
50,30,6,0.0104208416833667,0,0.05
50,30,11,0.0104208416833667,0,0.05
50,30,3,0.0108216432865731,0,0.05
50,30,6,0.0108216432865731,0,0.05
50,30,11,0.0108216432865731,0,0.05
50,30,3,0.0112224448897796,0,0.05
50,30,6,0.0112224448897796,0,0.05
50,30,11,0.0112224448897796,0,0.05
50,30,3,0.011623246492986,0,0.05
50,30,6,0.011623246492986,0,0.05
50,30,11,0.011623246492986,0,0.05
50,30,3,0.0120240480961924,0,0.05
50,30,6,0.0120240480961924,0,0.05
50,30,11,0.0120240480961924,0,0.05
50,30,3,0.0124248496993988,0,0.05
50,30,6,0.0124248496993988,0,0.05
50,30,11,0.0124248496993988,0,0.05
50,30,3,0.0128256513026052,0,0.05
50,30,6,0.0128256513026052,0,0.05
50,30,11,0.0128256513026052,0,0.05
50,30,3,0.0132264529058116,0,0.05
50,30,6,0.0132264529058116,0,0.05
50,30,11,0.0132264529058116,0,0.05
50,30,3,0.013627254509018,0,0.05
50,30,6,0.013627254509018,0,0.05
50,30,11,0.013627254509018,0,0.05
